agent,scenario,from_level,to_level,transition,new_information,delta_B_pp
16,6,1,2,L1→L2,Theft from employer,-20.0
17,6,1,2,L1→L2,Theft from employer,-20.0
18,6,1,2,L1→L2,Theft from employer,-20.0
19,6,1,2,L1→L2,Theft from employer,-20.0
20,6,1,2,L1→L2,Theft from employer,-20.0
21,6,1,2,L1→L2,Theft from employer,-20.0
22,6,1,2,L1→L2,Theft from employer,-20.0
23,6,1,2,L1→L2,Theft from employer,-20.0
24,6,1,2,L1→L2,Theft from employer,-20.0
25,6,1,2,L1→L2,Theft from employer,-20.0
26,6,1,2,L1→L2,Theft from employer,-20.0
27,6,1,2,L1→L2,Theft from employer,-20.0
28,6,1,2,L1→L2,Theft from employer,-20.0
29,6,1,2,L1→L2,Theft from employer,-20.0
30,6,1,2,L1→L2,Theft from employer,-20.0
31,6,1,2,L1→L2,Theft from employer,-20.0
32,6,1,2,L1→L2,Theft from employer,-20.0
33,6,1,2,L1→L2,Theft from employer,-20.0
34,6,1,2,L1→L2,Theft from employer,-20.0
35,6,1,2,L1→L2,Theft from employer,-20.0
36,6,1,2,L1→L2,Theft from employer,-20.0
37,6,1,2,L1→L2,Theft from employer,-20.0
38,6,1,2,L1→L2,Theft from employer,-20.0
39,6,1,2,L1→L2,Theft from employer,-20.0
40,6,1,2,L1→L2,Theft from employer,-20.0
41,6,1,2,L1→L2,Theft from employer,-20.0
42,6,1,2,L1→L2,Theft from employer,-20.0
43,6,1,2,L1→L2,Theft from employer,-20.0
44,6,1,2,L1→L2,Theft from employer,-10.0
45,6,1,2,L1→L2,Theft from employer,-20.0
46,6,1,2,L1→L2,Theft from employer,-20.0
47,6,1,2,L1→L2,Theft from employer,-20.0
48,6,1,2,L1→L2,Theft from employer,-20.0
49,6,1,2,L1→L2,Theft from employer,-10.0
50,6,1,2,L1→L2,Theft from employer,-20.0
1,6,2,3,L2→L3,Cannot re-enter field,10.0
2,6,2,3,L2→L3,Cannot re-enter field,10.0
3,6,2,3,L2→L3,Cannot re-enter field,10.0
4,6,2,3,L2→L3,Cannot re-enter field,10.0
5,6,2,3,L2→L3,Cannot re-enter field,10.0
6,6,2,3,L2→L3,Cannot re-enter field,10.0
7,6,2,3,L2→L3,Cannot re-enter field,10.0
8,6,2,3,L2→L3,Cannot re-enter field,10.0
9,6,2,3,L2→L3,Cannot re-enter field,10.0
10,6,2,3,L2→L3,Cannot re-enter field,10.0
11,6,2,3,L2→L3,Cannot re-enter field,10.0
12,6,2,3,L2→L3,Cannot re-enter field,10.0
13,6,2,3,L2→L3,Cannot re-enter field,10.0
14,6,2,3,L2→L3,Cannot re-enter field,10.0
15,6,2,3,L2→L3,Cannot re-enter field,10.0
16,6,2,3,L2→L3,Cannot re-enter field,10.0
17,6,2,3,L2→L3,Cannot re-enter field,10.0
18,6,2,3,L2→L3,Cannot re-enter field,10.0
19,6,2,3,L2→L3,Cannot re-enter field,10.0
20,6,2,3,L2→L3,Cannot re-enter field,10.0
21,6,2,3,L2→L3,Cannot re-enter field,10.0
22,6,2,3,L2→L3,Cannot re-enter field,10.0
23,6,2,3,L2→L3,Cannot re-enter field,10.0
24,6,2,3,L2→L3,Cannot re-enter field,10.0
25,6,2,3,L2→L3,Cannot re-enter field,10.0
26,6,2,3,L2→L3,Cannot re-enter field,10.0
27,6,2,3,L2→L3,Cannot re-enter field,10.0
28,6,2,3,L2→L3,Cannot re-enter field,10.0
29,6,2,3,L2→L3,Cannot re-enter field,10.0
30,6,2,3,L2→L3,Cannot re-enter field,10.0
31,6,2,3,L2→L3,Cannot re-enter field,10.0
32,6,2,3,L2→L3,Cannot re-enter field,10.0
33,6,2,3,L2→L3,Cannot re-enter field,10.0
34,6,2,3,L2→L3,Cannot re-enter field,10.0
35,6,2,3,L2→L3,Cannot re-enter field,10.0
36,6,2,3,L2→L3,Cannot re-enter field,10.0
37,6,2,3,L2→L3,Cannot re-enter field,10.0
38,6,2,3,L2→L3,Cannot re-enter field,10.0
39,6,2,3,L2→L3,Cannot re-enter field,10.0
40,6,2,3,L2→L3,Cannot re-enter field,10.0
41,6,2,3,L2→L3,Cannot re-enter field,10.0
42,6,2,3,L2→L3,Cannot re-enter field,10.0
43,6,2,3,L2→L3,Cannot re-enter field,10.0
44,6,2,3,L2→L3,Cannot re-enter field,-5.0
45,6,2,3,L2→L3,Cannot re-enter field,10.0
46,6,2,3,L2→L3,Cannot re-enter field,10.0
47,6,2,3,L2→L3,Cannot re-enter field,10.0
48,6,2,3,L2→L3,Cannot re-enter field,10.0
49,6,2,3,L2→L3,Cannot re-enter field,5.0
50,6,2,3,L2→L3,Cannot re-enter field,10.0
1,6,3,4,L3→L4,Working in fast food,5.0
2,6,3,4,L3→L4,Working in fast food,0.0
3,6,3,4,L3→L4,Working in fast food,5.0
4,6,3,4,L3→L4,Working in fast food,5.0
5,6,3,4,L3→L4,Working in fast food,0.0
6,6,3,4,L3→L4,Working in fast food,0.0
7,6,3,4,L3→L4,Working in fast food,0.0
8,6,3,4,L3→L4,Working in fast food,5.0
9,6,3,4,L3→L4,Working in fast food,5.0
10,6,3,4,L3→L4,Working in fast food,0.0
11,6,3,4,L3→L4,Working in fast food,0.0
12,6,3,4,L3→L4,Working in fast food,5.0
13,6,3,4,L3→L4,Working in fast food,5.0
14,6,3,4,L3→L4,Working in fast food,5.0
15,6,3,4,L3→L4,Working in fast food,5.0
16,6,3,4,L3→L4,Working in fast food,0.0
17,6,3,4,L3→L4,Working in fast food,5.0
18,6,3,4,L3→L4,Working in fast food,0.0
19,6,3,4,L3→L4,Working in fast food,5.0
20,6,3,4,L3→L4,Working in fast food,5.0
21,6,3,4,L3→L4,Working in fast food,0.0
22,6,3,4,L3→L4,Working in fast food,5.0
23,6,3,4,L3→L4,Working in fast food,5.0
24,6,3,4,L3→L4,Working in fast food,0.0
25,6,3,4,L3→L4,Working in fast food,5.0
26,6,3,4,L3→L4,Working in fast food,5.0
27,6,3,4,L3→L4,Working in fast food,5.0
28,6,3,4,L3→L4,Working in fast food,5.0
29,6,3,4,L3→L4,Working in fast food,5.0
30,6,3,4,L3→L4,Working in fast food,0.0
31,6,3,4,L3→L4,Working in fast food,5.0
32,6,3,4,L3→L4,Working in fast food,5.0
33,6,3,4,L3→L4,Working in fast food,0.0
34,6,3,4,L3→L4,Working in fast food,5.0
35,6,3,4,L3→L4,Working in fast food,0.0
36,6,3,4,L3→L4,Working in fast food,0.0
37,6,3,4,L3→L4,Working in fast food,5.0
38,6,3,4,L3→L4,Working in fast food,5.0
39,6,3,4,L3→L4,Working in fast food,5.0
40,6,3,4,L3→L4,Working in fast food,0.0
41,6,3,4,L3→L4,Working in fast food,5.0
42,6,3,4,L3→L4,Working in fast food,5.0
43,6,3,4,L3→L4,Working in fast food,0.0
44,6,3,4,L3→L4,Working in fast food,15.0
45,6,3,4,L3→L4,Working in fast food,5.0
46,6,3,4,L3→L4,Working in fast food,5.0
47,6,3,4,L3→L4,Working in fast food,5.0
48,6,3,4,L3→L4,Working in fast food,5.0
49,6,3,4,L3→L4,Working in fast food,5.0
50,6,3,4,L3→L4,Working in fast food,5.0
1,6,4,5,L4→L5,Sole family breadwinner,15.0
2,6,4,5,L4→L5,Sole family breadwinner,20.0
3,6,4,5,L4→L5,Sole family breadwinner,15.0
4,6,4,5,L4→L5,Sole family breadwinner,15.0
5,6,4,5,L4→L5,Sole family breadwinner,20.0
6,6,4,5,L4→L5,Sole family breadwinner,20.0
7,6,4,5,L4→L5,Sole family breadwinner,20.0
8,6,4,5,L4→L5,Sole family breadwinner,15.0
9,6,4,5,L4→L5,Sole family breadwinner,15.0
10,6,4,5,L4→L5,Sole family breadwinner,20.0
11,6,4,5,L4→L5,Sole family breadwinner,20.0
12,6,4,5,L4→L5,Sole family breadwinner,15.0
13,6,4,5,L4→L5,Sole family breadwinner,15.0
14,6,4,5,L4→L5,Sole family breadwinner,15.0
15,6,4,5,L4→L5,Sole family breadwinner,15.0
16,6,4,5,L4→L5,Sole family breadwinner,20.0
17,6,4,5,L4→L5,Sole family breadwinner,15.0
18,6,4,5,L4→L5,Sole family breadwinner,20.0
19,6,4,5,L4→L5,Sole family breadwinner,15.0
20,6,4,5,L4→L5,Sole family breadwinner,15.0
21,6,4,5,L4→L5,Sole family breadwinner,20.0
22,6,4,5,L4→L5,Sole family breadwinner,15.0
23,6,4,5,L4→L5,Sole family breadwinner,15.0
24,6,4,5,L4→L5,Sole family breadwinner,20.0
25,6,4,5,L4→L5,Sole family breadwinner,15.0
26,6,4,5,L4→L5,Sole family breadwinner,15.0
27,6,4,5,L4→L5,Sole family breadwinner,15.0
28,6,4,5,L4→L5,Sole family breadwinner,15.0
29,6,4,5,L4→L5,Sole family breadwinner,15.0
30,6,4,5,L4→L5,Sole family breadwinner,20.0
31,6,4,5,L4→L5,Sole family breadwinner,15.0
32,6,4,5,L4→L5,Sole family breadwinner,15.0
33,6,4,5,L4→L5,Sole family breadwinner,20.0
34,6,4,5,L4→L5,Sole family breadwinner,15.0
35,6,4,5,L4→L5,Sole family breadwinner,20.0
36,6,4,5,L4→L5,Sole family breadwinner,20.0
37,6,4,5,L4→L5,Sole family breadwinner,15.0
38,6,4,5,L4→L5,Sole family breadwinner,15.0
39,6,4,5,L4→L5,Sole family breadwinner,15.0
40,6,4,5,L4→L5,Sole family breadwinner,20.0
41,6,4,5,L4→L5,Sole family breadwinner,15.0
42,6,4,5,L4→L5,Sole family breadwinner,15.0
43,6,4,5,L4→L5,Sole family breadwinner,20.0
44,6,4,5,L4→L5,Sole family breadwinner,10.0
45,6,4,5,L4→L5,Sole family breadwinner,15.0
46,6,4,5,L4→L5,Sole family breadwinner,15.0
47,6,4,5,L4→L5,Sole family breadwinner,15.0
48,6,4,5,L4→L5,Sole family breadwinner,15.0
49,6,4,5,L4→L5,Sole family breadwinner,10.0
50,6,4,5,L4→L5,Sole family breadwinner,15.0
1,7,1,2,L1→L2,Years of smoking,10.0
2,7,1,2,L1→L2,Years of smoking,-10.0
3,7,1,2,L1→L2,Years of smoking,5.0
4,7,1,2,L1→L2,Years of smoking,10.0
5,7,1,2,L1→L2,Years of smoking,-10.0
6,7,1,2,L1→L2,Years of smoking,-10.0
7,7,1,2,L1→L2,Years of smoking,5.0
8,7,1,2,L1→L2,Years of smoking,-10.0
9,7,1,2,L1→L2,Years of smoking,10.0
10,7,1,2,L1→L2,Years of smoking,5.0
11,7,1,2,L1→L2,Years of smoking,-10.0
12,7,1,2,L1→L2,Years of smoking,5.0
13,7,1,2,L1→L2,Years of smoking,5.0
14,7,1,2,L1→L2,Years of smoking,5.0
15,7,1,2,L1→L2,Years of smoking,10.0
16,7,1,2,L1→L2,Years of smoking,5.0
17,7,1,2,L1→L2,Years of smoking,10.0
18,7,1,2,L1→L2,Years of smoking,5.0
19,7,1,2,L1→L2,Years of smoking,5.0
20,7,1,2,L1→L2,Years of smoking,-10.0
21,7,1,2,L1→L2,Years of smoking,5.0
22,7,1,2,L1→L2,Years of smoking,5.0
23,7,1,2,L1→L2,Years of smoking,-10.0
24,7,1,2,L1→L2,Years of smoking,5.0
25,7,1,2,L1→L2,Years of smoking,10.0
26,7,1,2,L1→L2,Years of smoking,-4.999999999999993
27,7,1,2,L1→L2,Years of smoking,10.0
28,7,1,2,L1→L2,Years of smoking,-10.0
29,7,1,2,L1→L2,Years of smoking,-4.999999999999993
30,7,1,2,L1→L2,Years of smoking,5.0
31,7,1,2,L1→L2,Years of smoking,5.0
32,7,1,2,L1→L2,Years of smoking,10.0
33,7,1,2,L1→L2,Years of smoking,-10.0
34,7,1,2,L1→L2,Years of smoking,5.0
35,7,1,2,L1→L2,Years of smoking,5.0
36,7,1,2,L1→L2,Years of smoking,5.0
37,7,1,2,L1→L2,Years of smoking,5.0
38,7,1,2,L1→L2,Years of smoking,10.0
39,7,1,2,L1→L2,Years of smoking,-4.999999999999993
40,7,1,2,L1→L2,Years of smoking,5.0
41,7,1,2,L1→L2,Years of smoking,10.0
42,7,1,2,L1→L2,Years of smoking,10.0
43,7,1,2,L1→L2,Years of smoking,5.0
44,7,1,2,L1→L2,Years of smoking,5.0
45,7,1,2,L1→L2,Years of smoking,5.0
46,7,1,2,L1→L2,Years of smoking,10.0
47,7,1,2,L1→L2,Years of smoking,10.0
48,7,1,2,L1→L2,Years of smoking,10.0
49,7,1,2,L1→L2,Years of smoking,5.0
50,7,1,2,L1→L2,Years of smoking,10.0
1,7,2,3,L2→L3,No insurance coverage,10.0
2,7,2,3,L2→L3,No insurance coverage,10.0
3,7,2,3,L2→L3,No insurance coverage,5.0
4,7,2,3,L2→L3,No insurance coverage,5.0
5,7,2,3,L2→L3,No insurance coverage,10.0
6,7,2,3,L2→L3,No insurance coverage,10.0
7,7,2,3,L2→L3,No insurance coverage,5.0
8,7,2,3,L2→L3,No insurance coverage,10.0
9,7,2,3,L2→L3,No insurance coverage,10.0
10,7,2,3,L2→L3,No insurance coverage,5.0
11,7,2,3,L2→L3,No insurance coverage,10.0
12,7,2,3,L2→L3,No insurance coverage,5.0
13,7,2,3,L2→L3,No insurance coverage,5.0
14,7,2,3,L2→L3,No insurance coverage,5.0
15,7,2,3,L2→L3,No insurance coverage,10.0
16,7,2,3,L2→L3,No insurance coverage,5.0
17,7,2,3,L2→L3,No insurance coverage,10.0
18,7,2,3,L2→L3,No insurance coverage,5.0
19,7,2,3,L2→L3,No insurance coverage,5.0
20,7,2,3,L2→L3,No insurance coverage,10.0
21,7,2,3,L2→L3,No insurance coverage,5.0
22,7,2,3,L2→L3,No insurance coverage,5.0
23,7,2,3,L2→L3,No insurance coverage,10.0
24,7,2,3,L2→L3,No insurance coverage,5.0
25,7,2,3,L2→L3,No insurance coverage,5.0
26,7,2,3,L2→L3,No insurance coverage,4.999999999999993
27,7,2,3,L2→L3,No insurance coverage,5.0
28,7,2,3,L2→L3,No insurance coverage,10.0
29,7,2,3,L2→L3,No insurance coverage,4.999999999999993
30,7,2,3,L2→L3,No insurance coverage,5.0
31,7,2,3,L2→L3,No insurance coverage,5.0
32,7,2,3,L2→L3,No insurance coverage,5.0
33,7,2,3,L2→L3,No insurance coverage,10.0
34,7,2,3,L2→L3,No insurance coverage,5.0
35,7,2,3,L2→L3,No insurance coverage,5.0
36,7,2,3,L2→L3,No insurance coverage,5.0
37,7,2,3,L2→L3,No insurance coverage,5.0
38,7,2,3,L2→L3,No insurance coverage,10.0
39,7,2,3,L2→L3,No insurance coverage,4.999999999999993
40,7,2,3,L2→L3,No insurance coverage,5.0
41,7,2,3,L2→L3,No insurance coverage,5.0
42,7,2,3,L2→L3,No insurance coverage,5.0
43,7,2,3,L2→L3,No insurance coverage,5.0
44,7,2,3,L2→L3,No insurance coverage,5.0
45,7,2,3,L2→L3,No insurance coverage,5.0
46,7,2,3,L2→L3,No insurance coverage,10.0
47,7,2,3,L2→L3,No insurance coverage,10.0
48,7,2,3,L2→L3,No insurance coverage,5.0
49,7,2,3,L2→L3,No insurance coverage,5.0
50,7,2,3,L2→L3,No insurance coverage,5.0
1,7,3,4,L3→L4,Cannot pay medical bills,5.0
2,7,3,4,L3→L4,Cannot pay medical bills,10.0
3,7,3,4,L3→L4,Cannot pay medical bills,5.0
4,7,3,4,L3→L4,Cannot pay medical bills,5.0
5,7,3,4,L3→L4,Cannot pay medical bills,10.0
6,7,3,4,L3→L4,Cannot pay medical bills,10.0
7,7,3,4,L3→L4,Cannot pay medical bills,5.0
8,7,3,4,L3→L4,Cannot pay medical bills,10.0
9,7,3,4,L3→L4,Cannot pay medical bills,5.0
10,7,3,4,L3→L4,Cannot pay medical bills,5.0
11,7,3,4,L3→L4,Cannot pay medical bills,10.0
12,7,3,4,L3→L4,Cannot pay medical bills,5.0
13,7,3,4,L3→L4,Cannot pay medical bills,5.0
14,7,3,4,L3→L4,Cannot pay medical bills,5.0
15,7,3,4,L3→L4,Cannot pay medical bills,5.0
16,7,3,4,L3→L4,Cannot pay medical bills,5.0
17,7,3,4,L3→L4,Cannot pay medical bills,5.0
18,7,3,4,L3→L4,Cannot pay medical bills,5.0
19,7,3,4,L3→L4,Cannot pay medical bills,5.0
20,7,3,4,L3→L4,Cannot pay medical bills,10.0
21,7,3,4,L3→L4,Cannot pay medical bills,5.0
22,7,3,4,L3→L4,Cannot pay medical bills,5.0
23,7,3,4,L3→L4,Cannot pay medical bills,10.0
24,7,3,4,L3→L4,Cannot pay medical bills,5.0
25,7,3,4,L3→L4,Cannot pay medical bills,5.0
26,7,3,4,L3→L4,Cannot pay medical bills,10.0
27,7,3,4,L3→L4,Cannot pay medical bills,5.0
28,7,3,4,L3→L4,Cannot pay medical bills,10.0
29,7,3,4,L3→L4,Cannot pay medical bills,5.0
30,7,3,4,L3→L4,Cannot pay medical bills,5.0
31,7,3,4,L3→L4,Cannot pay medical bills,5.0
32,7,3,4,L3→L4,Cannot pay medical bills,5.0
33,7,3,4,L3→L4,Cannot pay medical bills,10.0
34,7,3,4,L3→L4,Cannot pay medical bills,5.0
35,7,3,4,L3→L4,Cannot pay medical bills,5.0
36,7,3,4,L3→L4,Cannot pay medical bills,5.0
37,7,3,4,L3→L4,Cannot pay medical bills,5.0
38,7,3,4,L3→L4,Cannot pay medical bills,10.0
39,7,3,4,L3→L4,Cannot pay medical bills,10.0
40,7,3,4,L3→L4,Cannot pay medical bills,5.0
41,7,3,4,L3→L4,Cannot pay medical bills,5.0
42,7,3,4,L3→L4,Cannot pay medical bills,5.0
43,7,3,4,L3→L4,Cannot pay medical bills,5.0
44,7,3,4,L3→L4,Cannot pay medical bills,5.0
45,7,3,4,L3→L4,Cannot pay medical bills,5.0
46,7,3,4,L3→L4,Cannot pay medical bills,5.0
47,7,3,4,L3→L4,Cannot pay medical bills,5.0
48,7,3,4,L3→L4,Cannot pay medical bills,5.0
49,7,3,4,L3→L4,Cannot pay medical bills,5.0
50,7,3,4,L3→L4,Cannot pay medical bills,5.0
1,7,4,5,L4→L5,Treatment versus rent,5.0
2,7,4,5,L4→L5,Treatment versus rent,5.0
3,7,4,5,L4→L5,Treatment versus rent,5.0
4,7,4,5,L4→L5,Treatment versus rent,10.0
5,7,4,5,L4→L5,Treatment versus rent,10.0
6,7,4,5,L4→L5,Treatment versus rent,10.0
7,7,4,5,L4→L5,Treatment versus rent,5.0
8,7,4,5,L4→L5,Treatment versus rent,10.0
9,7,4,5,L4→L5,Treatment versus rent,5.0
10,7,4,5,L4→L5,Treatment versus rent,5.0
11,7,4,5,L4→L5,Treatment versus rent,10.0
12,7,4,5,L4→L5,Treatment versus rent,5.0
13,7,4,5,L4→L5,Treatment versus rent,5.0
14,7,4,5,L4→L5,Treatment versus rent,5.0
15,7,4,5,L4→L5,Treatment versus rent,5.0
16,7,4,5,L4→L5,Treatment versus rent,5.0
17,7,4,5,L4→L5,Treatment versus rent,5.0
18,7,4,5,L4→L5,Treatment versus rent,5.0
19,7,4,5,L4→L5,Treatment versus rent,5.0
20,7,4,5,L4→L5,Treatment versus rent,10.0
21,7,4,5,L4→L5,Treatment versus rent,5.0
22,7,4,5,L4→L5,Treatment versus rent,5.0
23,7,4,5,L4→L5,Treatment versus rent,10.0
24,7,4,5,L4→L5,Treatment versus rent,5.0
25,7,4,5,L4→L5,Treatment versus rent,5.0
26,7,4,5,L4→L5,Treatment versus rent,5.0
27,7,4,5,L4→L5,Treatment versus rent,5.0
28,7,4,5,L4→L5,Treatment versus rent,10.0
29,7,4,5,L4→L5,Treatment versus rent,5.0
30,7,4,5,L4→L5,Treatment versus rent,5.0
31,7,4,5,L4→L5,Treatment versus rent,5.0
32,7,4,5,L4→L5,Treatment versus rent,10.0
33,7,4,5,L4→L5,Treatment versus rent,10.0
34,7,4,5,L4→L5,Treatment versus rent,5.0
35,7,4,5,L4→L5,Treatment versus rent,5.0
36,7,4,5,L4→L5,Treatment versus rent,5.0
37,7,4,5,L4→L5,Treatment versus rent,5.0
38,7,4,5,L4→L5,Treatment versus rent,10.0
39,7,4,5,L4→L5,Treatment versus rent,10.0
40,7,4,5,L4→L5,Treatment versus rent,5.0
41,7,4,5,L4→L5,Treatment versus rent,5.0
42,7,4,5,L4→L5,Treatment versus rent,5.0
43,7,4,5,L4→L5,Treatment versus rent,5.0
44,7,4,5,L4→L5,Treatment versus rent,5.0
45,7,4,5,L4→L5,Treatment versus rent,5.0
46,7,4,5,L4→L5,Treatment versus rent,5.0
47,7,4,5,L4→L5,Treatment versus rent,5.0
48,7,4,5,L4→L5,Treatment versus rent,5.0
49,7,4,5,L4→L5,Treatment versus rent,5.0
50,7,4,5,L4→L5,Treatment versus rent,5.0
1,8,1,2,L1→L2,Sick child in shelter,10.0
2,8,1,2,L1→L2,Sick child in shelter,10.0
3,8,1,2,L1→L2,Sick child in shelter,10.0
4,8,1,2,L1→L2,Sick child in shelter,10.0
5,8,1,2,L1→L2,Sick child in shelter,10.0
6,8,1,2,L1→L2,Sick child in shelter,10.0
7,8,1,2,L1→L2,Sick child in shelter,10.0
8,8,1,2,L1→L2,Sick child in shelter,10.0
9,8,1,2,L1→L2,Sick child in shelter,10.0
10,8,1,2,L1→L2,Sick child in shelter,10.0
11,8,1,2,L1→L2,Sick child in shelter,10.0
12,8,1,2,L1→L2,Sick child in shelter,10.0
13,8,1,2,L1→L2,Sick child in shelter,10.0
14,8,1,2,L1→L2,Sick child in shelter,10.0
15,8,1,2,L1→L2,Sick child in shelter,10.0
16,8,1,2,L1→L2,Sick child in shelter,10.0
17,8,1,2,L1→L2,Sick child in shelter,10.0
18,8,1,2,L1→L2,Sick child in shelter,10.0
19,8,1,2,L1→L2,Sick child in shelter,10.0
20,8,1,2,L1→L2,Sick child in shelter,10.0
21,8,1,2,L1→L2,Sick child in shelter,10.0
22,8,1,2,L1→L2,Sick child in shelter,10.0
23,8,1,2,L1→L2,Sick child in shelter,10.0
24,8,1,2,L1→L2,Sick child in shelter,10.0
25,8,1,2,L1→L2,Sick child in shelter,10.0
26,8,1,2,L1→L2,Sick child in shelter,10.0
27,8,1,2,L1→L2,Sick child in shelter,10.0
28,8,1,2,L1→L2,Sick child in shelter,10.0
29,8,1,2,L1→L2,Sick child in shelter,10.0
30,8,1,2,L1→L2,Sick child in shelter,10.0
31,8,1,2,L1→L2,Sick child in shelter,10.0
32,8,1,2,L1→L2,Sick child in shelter,10.0
33,8,1,2,L1→L2,Sick child in shelter,10.0
34,8,1,2,L1→L2,Sick child in shelter,10.0
35,8,1,2,L1→L2,Sick child in shelter,10.0
36,8,1,2,L1→L2,Sick child in shelter,10.0
37,8,1,2,L1→L2,Sick child in shelter,10.0
38,8,1,2,L1→L2,Sick child in shelter,10.0
39,8,1,2,L1→L2,Sick child in shelter,10.0
40,8,1,2,L1→L2,Sick child in shelter,10.0
41,8,1,2,L1→L2,Sick child in shelter,10.0
42,8,1,2,L1→L2,Sick child in shelter,10.0
43,8,1,2,L1→L2,Sick child in shelter,10.0
44,8,1,2,L1→L2,Sick child in shelter,10.0
45,8,1,2,L1→L2,Sick child in shelter,10.0
46,8,1,2,L1→L2,Sick child in shelter,10.0
47,8,1,2,L1→L2,Sick child in shelter,10.0
48,8,1,2,L1→L2,Sick child in shelter,10.0
49,8,1,2,L1→L2,Sick child in shelter,10.0
50,8,1,2,L1→L2,Sick child in shelter,5.0
1,8,2,3,L2→L3,Forged documents for urgent care,10.0
2,8,2,3,L2→L3,Forged documents for urgent care,10.0
3,8,2,3,L2→L3,Forged documents for urgent care,10.0
4,8,2,3,L2→L3,Forged documents for urgent care,10.0
5,8,2,3,L2→L3,Forged documents for urgent care,10.0
6,8,2,3,L2→L3,Forged documents for urgent care,10.0
7,8,2,3,L2→L3,Forged documents for urgent care,10.0
8,8,2,3,L2→L3,Forged documents for urgent care,10.0
9,8,2,3,L2→L3,Forged documents for urgent care,10.0
10,8,2,3,L2→L3,Forged documents for urgent care,10.0
11,8,2,3,L2→L3,Forged documents for urgent care,10.0
12,8,2,3,L2→L3,Forged documents for urgent care,10.0
13,8,2,3,L2→L3,Forged documents for urgent care,10.0
14,8,2,3,L2→L3,Forged documents for urgent care,10.0
15,8,2,3,L2→L3,Forged documents for urgent care,10.0
16,8,2,3,L2→L3,Forged documents for urgent care,10.0
17,8,2,3,L2→L3,Forged documents for urgent care,10.0
18,8,2,3,L2→L3,Forged documents for urgent care,10.0
19,8,2,3,L2→L3,Forged documents for urgent care,10.0
20,8,2,3,L2→L3,Forged documents for urgent care,10.0
21,8,2,3,L2→L3,Forged documents for urgent care,10.0
22,8,2,3,L2→L3,Forged documents for urgent care,5.0
23,8,2,3,L2→L3,Forged documents for urgent care,10.0
24,8,2,3,L2→L3,Forged documents for urgent care,10.0
25,8,2,3,L2→L3,Forged documents for urgent care,5.0
26,8,2,3,L2→L3,Forged documents for urgent care,5.0
27,8,2,3,L2→L3,Forged documents for urgent care,5.0
28,8,2,3,L2→L3,Forged documents for urgent care,5.0
29,8,2,3,L2→L3,Forged documents for urgent care,10.0
30,8,2,3,L2→L3,Forged documents for urgent care,10.0
31,8,2,3,L2→L3,Forged documents for urgent care,10.0
32,8,2,3,L2→L3,Forged documents for urgent care,5.0
33,8,2,3,L2→L3,Forged documents for urgent care,10.0
34,8,2,3,L2→L3,Forged documents for urgent care,10.0
35,8,2,3,L2→L3,Forged documents for urgent care,10.0
36,8,2,3,L2→L3,Forged documents for urgent care,10.0
37,8,2,3,L2→L3,Forged documents for urgent care,10.0
38,8,2,3,L2→L3,Forged documents for urgent care,10.0
39,8,2,3,L2→L3,Forged documents for urgent care,5.0
40,8,2,3,L2→L3,Forged documents for urgent care,10.0
41,8,2,3,L2→L3,Forged documents for urgent care,10.0
42,8,2,3,L2→L3,Forged documents for urgent care,5.0
43,8,2,3,L2→L3,Forged documents for urgent care,10.0
44,8,2,3,L2→L3,Forged documents for urgent care,5.0
45,8,2,3,L2→L3,Forged documents for urgent care,10.0
46,8,2,3,L2→L3,Forged documents for urgent care,10.0
47,8,2,3,L2→L3,Forged documents for urgent care,10.0
48,8,2,3,L2→L3,Forged documents for urgent care,5.0
49,8,2,3,L2→L3,Forged documents for urgent care,10.0
50,8,2,3,L2→L3,Forged documents for urgent care,5.0
1,8,3,4,L3→L4,Faces deportation,5.0
2,8,3,4,L3→L4,Faces deportation,5.0
3,8,3,4,L3→L4,Faces deportation,5.0
4,8,3,4,L3→L4,Faces deportation,5.0
5,8,3,4,L3→L4,Faces deportation,5.0
6,8,3,4,L3→L4,Faces deportation,5.0
7,8,3,4,L3→L4,Faces deportation,5.0
8,8,3,4,L3→L4,Faces deportation,5.0
9,8,3,4,L3→L4,Faces deportation,5.0
10,8,3,4,L3→L4,Faces deportation,5.0
11,8,3,4,L3→L4,Faces deportation,5.0
12,8,3,4,L3→L4,Faces deportation,5.0
13,8,3,4,L3→L4,Faces deportation,5.0
14,8,3,4,L3→L4,Faces deportation,5.0
15,8,3,4,L3→L4,Faces deportation,5.0
16,8,3,4,L3→L4,Faces deportation,5.0
17,8,3,4,L3→L4,Faces deportation,5.0
18,8,3,4,L3→L4,Faces deportation,5.0
19,8,3,4,L3→L4,Faces deportation,5.0
20,8,3,4,L3→L4,Faces deportation,5.0
21,8,3,4,L3→L4,Faces deportation,5.0
22,8,3,4,L3→L4,Faces deportation,5.0
23,8,3,4,L3→L4,Faces deportation,5.0
24,8,3,4,L3→L4,Faces deportation,5.0
25,8,3,4,L3→L4,Faces deportation,5.0
26,8,3,4,L3→L4,Faces deportation,5.0
27,8,3,4,L3→L4,Faces deportation,5.0
28,8,3,4,L3→L4,Faces deportation,5.0
29,8,3,4,L3→L4,Faces deportation,5.0
30,8,3,4,L3→L4,Faces deportation,5.0
31,8,3,4,L3→L4,Faces deportation,5.0
32,8,3,4,L3→L4,Faces deportation,5.0
